Rua,Código,Descrição,Imagem do produto
33-B,101200016,"DISCO DE LIXA GRAO 80 DE 7"" FURO 7/8""",
33-B,101200002,"DISCO DE CORTE 7"" X 1/16"" X 7/8""",
33-B,089900304,"DISCO DE CORTE 4.1/2"" X 1/16"" X 7/8""",
33-B,050200057,"PORCA REDONDA PARA APERTO DO DISCO 7"" E 9""  BOSCH PART NUMBER: F000635045",
33-B,050200058,PORCA REDONDA PARA APERTO DO DISCO 4 1/2  BOSCH PART NUMBER: F000635117,
33-B,101200003,"DISCO DE DESGASTE  4.1/2"" X 1/4"" X 7/8""",
33-B,101200007,DISCO DE CORTE DREMEL,
33-B,101200014,"DISCO DE LIXA GRAO 60 DE 4""",
33-B,101200011,"DISCO DE BORRACHA FLEXIVEL 4"" PARA LIXADEIRA",
33-C,101900013,"DISCO DE LIXA GRAO 36 DE 7"" FURO 7/8""",
33-C,101200015,"DISCO DE LIXA GRAO 60 DE 7"" FURO 7/8""",
33-C,101200012,"DISCO DE LIXA GRAO 80 DE 4""",
33-C,089900700,"DISCO DE CORTE 10""",
33-C,101200013,"DISCO DE DESBASTE 7""",
0	0	 ,,,
33-D,069900073,ZARCAO OXIDO 3L,                                                                                                                                                                                     
33-D,069900042,FERROLACK 3 6LT PRETO,
0	0	 ,,,
33-E,060500028,ESMALTE SINTETICO - CINZA 6 5 MOBIT 0 9L,
33-E,060500048,ESMALTE SINTETICO - CINZA 6 5 MOBIT 3 6L,
33-E,119900711,LUBRIFICANTE PENETRANTE NAO OLEOSO LPS 1,
33-E,089900590,ADESIVO EPOXI COMPOUND TIX,
0	0	 ,,,
33-f,069900028,CATALIZADOR  PARA TINTA P.U 0 9L,
33-f,060400006,AGUARRAS 0 9L,
33-f,089900016,MASSA POLIESTER,
33-f,089900590,ADESIVO EPOXI COMPOUND TIX,
0	0	 ,,,
33-G,129900944,ANTIFERRUGEM,
33-G,069900031,TINTA PU CINZA N6 5 MOBIT (GALAO - 3 6L),
0	0	 ,,,
33-H,060400000,SOLVENTE THINNER 5L,
0	0	 ,,,
33-I,080100000,ARAME GALV Nº16,
33-I,050100008,"ARRUELA LISA GALVANIZADA X 5/8""",
0	0	 ,,,
33-J,050500001,PARAFUSO MAQ M3X8MM CABECA CILINDRICA,
33-J,050500092,"PARAFUSO MAQ 1/4"" X 1/2"" FENDA CABECA REDONDA",
33-J,050500065,PARAFUSO FRANCES GALVANIZADO 1 1/2 X 1/4,
33-J,050500083,PARAFUSO SOBERBO 5.0X35MM CABECA CHATA GALVANIZADO,
33-J,050100026,ARRUELA LISA GALVANIZADA PARA PAR. FRANCES 3 1/2 X  5/16,
33-J,050100022,ARRUELA DE PRESSAO GALV 6MM,                                                                                                                                                                         
33-J,019900198,"ARRUELA DE ALUMINIO 1""",
33-J,050200006,PORCA SEXTAVADA M6 GALVANIZADA,
33-J,012100027,TERMINAL COMPRESSAO 16MM,
33-J,0101000017,PAR MOLA DE CATRACA TRAVA DEGRAU DE ESCADA FIBRA VIDRO EXTENSIVEL,
0	0	 ,,,
33-K,089900671,DISCO DE CORTE DIAMANT. 350 MM X  4 MM,
33-K,089900589,DISCO DE CORTE DIAMANT. 350 MM X 10 MM,
33-K,089900460,DISCO DE CORTE DIAMANT. 350 MM X  6 MM,
33-K,031000007,ADESIVO 3M 1MX2M PARA PLACA COMPOSTA R19 40KM/H + FE,
0	0	 ,,,
33-L,139900273,BOLSA CASE P/ CAMERAS IP ITSCAM / HIKVISION,
33-L,011400123,"CONECTOR P/HASTE DE ATERRAMENTO PROLONGADA 5/8"" X 3M",                                                                                                                                                   
33-L,039900211,DELINEADOR DE SINALIZACAO DE DEFENSAS METALICAS,
33-L,031000010,ADESIVO NUMERAL PARA SINALIZACAO VERTICAL,
33-L,039900228,ADESIVO AIP SINAL IMPRESSO R19-40KM 50CM,
33-L,039900253,ADESIVO AIP SINAL IMPRESSO R19-40KM 60CM,
0	0	 ,,,
33-M,011900017,TAMPA CEGA 4X4 EM ALUMINIO,
33-M,119900286,"ESPIRAL ORGANIZADOR DE CABOS 12MM (1/2"")",
33-M,089900595,CAP 100MM,
0	0	 ,,,
33-N,          ,CABO SABER COD	, 
33-N,109900020,ARCO DE SERRA,
33-N,119900271,LACRE SL6 PE SEM ARAME,
0	0	 ,,,
33-O,011400182,CONECTOR GTDU 5/8 PARA HASTE DE ATERRAMENTO FIX. BITOLA 1M² 10MM²,
33-O,011400177,CONECTOR GTDU 5/8 -3/4 16-70MM HASTE ATERRAMENTO,
33-O,011400035,CONECTOR TIPO GRAMPO P/HASTE DE ATERRAMENTO,
33-O,089900596,FECHO DE ACO 3/4,
0	0	 ,,,
33-P,039900279,ADESIVO AIP SINAL IMPRESSO R19-60 KM 75CM DE DIAMETRO,
33-P,039900223,ADESIVO AIP SINAL IMPRESSO R19-60 KM 100CM,
33-P,031000007,ADESIVO 3M 1MX2M PARA PLACA COMPOSTA R19 40KM/H + FE,
0	0	 ,,,
33-Q,110800023,FAIXA REFLETIVA PARA CONE DE SINALIZACAO,
33-Q,080800081,"CURVA P/ ELETRODUTO PVC 1 1/4"" 90º",
33-Q,101600001,FERRO DE SOLDA HIKARI PLUS SC-60,
33-Q,110500003,CADEADO 75MM E-35 HASTE ALONGADA,
33-Q,100500002,APLICADOR DE SILICONE PROFISSIONAL,
33-Q,101000004,SAPATA PARA ESCADA,
33-Q,080800045,"LUVA P/ ELETRODUTO 3/4""",
33-Q,080800078,"CURVA P/ ELETRODUTO PVC 1 1/2"" 180º",
0	0	 ,,,
33-R,089900617,"ESPATULA DE ACO  10""",
33-R,089900616,"ESPATULA DE ACO  8""",
33-R,100800001,PICARETA - PA ESTREITA,
33-R,109900181,TALHADEIRA 28MM PARA MARTELETE BOSCH GSH 16-18,
0	0	 ,,,
33-S,011900016,"CAIXA PISO ALUMINIO 4X4 ALTA COM 4 FUROS 3/4""",
33-S,081500001,MASSA DE CALAFETAR,
,,,
33-T,050500077,OLHAL DE ANCORAGEM M20 X 40MM,
33-T,050500078,OLHAL DE ANCORAGEM M12 X 140MM,
0	,089900642,"FITA DE ACO LISA 3/4"" 25MT",
33-U,080800078,"CURVA P/ ELETRODUTO PVC 1 1/2"" 180º",
33-U,080800079,"CURVA P/ ELETRODUTO PVC 1 1/2"" 90º",
,,,
33-V,080800077,LUVA P/ ELETRODUTO PVC 1 1/2,
33-V,080800080,"CURVA P/ ELETRODUTO PVC 1 1/4"" 180º",
33-V,080800038,"LUVA P/ ELETRODUTO 1""",
33-V,080800074,LUVA P/ ELETRODUTO PVC 1 1/4,
,,,
33-W,080800050,"CURVA P/ ELETRODUTO 180º 3/4""",
33-W,080800047,"CURVA P/ ELETRODUTO 90º 1""""""",
,,,
33-X,080800046,"CURVA P/ ELETRODUTO 90º 3/4""""""",
33-X,080800051,"CURVA P/ ELETRODUTO 180º 1""""""",
33-X,080800079,"CURVA P/ ELETRODUTO PVC 1 1/2"""" 90º""",
,,,
34-A,109900038,PARAFUSADEIRA GSR 120LI PROFISSIONAL - 220V,
34-A,100300003,LANTERNA RECARREGAVEL 36 LEDS,
34-A,100300001,LANTERNA DE CABECA SINALIZADORA EM LED,
34-A,101400016,DETECTOR DE TENSAO 90V A 1.000V,
,,,
34-B,100500001,PISTOLA P/ APLICACAO DE SILICONE,
34-B,109900149,MOTOR P/ PARAFUSADEIRA BOSCH  26 070 228 38,
34-B,102100005,HORIMETRO PARA MOTO DIGITAL CONTADOR DE HORAS MOTORES BARCOS UNIVERSAL MAQUINA CAMINHAO POPA CRF 250F TRILHA,
34-B,100300002,LANTERNA SINALIZADORA DE MAO COM CONE SINALIZA,
,,,
34-C,109900086,MAQUINA DE CINTAR DE POSTE MANUAL REF B01 FABRICANTE BRASBAND,
34-C,101000016,PAR LINGUETA TRAVA DA CATRACA ESCADA DE VIDRO EXTENSIVEL,
34-C,013200012,SOLDA EM PASTA TIPO XG Z40 (MARCA MECHANIC SN63 PB37 10CC),
34-C,119900132,PASTA TERMICA 100G,
,,,
34-D,109900368,PONTA PARA FERRO DE SOLDAR T2080- I FINA SMD MARCA AFR,
34-D,109900367,PONTA PARA FERRO DE SOLDAR T2080-B CONICA MARCA AFR,
34-D,109900011,FACAO,
34-E,109900397,ESCOVA ROTATIVA EM NYLON 80 MM,
34-E,109900375,JOGO DE ESCOVAS EM ACO INOX COM 3 PECAS - VONDER,
34-E,109900276,"ESCOVA CIRCULAR DE ACO PARA ESMERIL 6""""""",
34-E,101100072,SOQUETE ESTRIADO  32MM X 1/2,
34-E,101100054,SOQUETE ESTRIADO  30MM    X 1/2,
34-E,101100055,SOQUETE ESTRIADO  24MM X 1/2,
34-G,129901034,GIROLED,
34-G,101600014,FERRO DE SOLDA P/ ESTACAO DE RETRABALHO,
34-H,119900703,ESTILETE VOSTRO 18MM PROFISSIONAL,
34-H,119900227,ERRO,
34-I,100400018,SERRA COPO 27 MM (1.1/16),
34-I,100400021,SERRA COPO 16MM,
34-I,100400022,SERRA COPO 44MM,
34-I,100400025,"SERRA COPO 48MM - 1.7/8""""""",
34-J,101100071,CHAVE INGLESA  300MM,
34-J,101100066,CHAVE DE BOCA 30 E 32,
34-J,101100080,CHAVE COMBINADA Nº 24,
34-J,101100046,CHAVE CANHAO 8MM,
34-J,101100082,CHAVE COMBINADA Nº 17,
34-J,101100060,CHAVE COMBINADA Nº 8,
34-J,101100064,CHAVE DE ANEL 18 E 19,
34-J,101100058,"CHAVE CATRACA SIMPLES 10"""" X 1/2""",
34-J,101100086,ALONGADOR P/ CHAVE CATRACA,
34-K,100200000,ALICATE DE PRESSAO 137-10,
34-K,101100057,CHAVE ALLEN 6MM,
34-K,101100004,CHAVE ALLEN 5MM,
34-K,101100081,CHAVE ALLEN 4MM,
34-K,101100074,CHAVE ALLEN 8MM,
34-K,100400010,LAMINA DE SERRA 1218,
34-K,101100123,CHAVE DE FENDA CURTA,
34-L,100200047,ALICATE AUTOMATICO DECAPADOR E CRIMPADOR,
34-L,100200010,ALICATE DESEMCAPADOR,
34-L,100200029,ALICATE DE CRIMPAR OLHAL,
34-L,100200015,ALICATE DESEMCAPADOR PARA CABO COAXIAL RG59 RG06,
34-L,049900066,TESTADOR DE CABO DE REDE,
34-L,101400022,ALICATE AMPERIMETRO DIGITAL MARCA MINIPA ET3200,
34-L,100200015,ALICATE DESEMCAPADOR PARA CABO COAXIAL RG59 RG06,
34-M,010700020,CABO 4MM VERMELHO,
34-M,080800096,ELETRODUTO FLEX 32MM,
34-M,109900087,MALA DE FERRAMENTAS,
34-M,119900013,BANQUETA,
34-N,101900014,LIXA D'GUA 120,
34-N,101900016,LIXA FERRO 180,
34-N,101900015,LIXA FERRO 120,
34-N,010900169,ERRO,
34-O,019900065,CAIXA DE MEDICAO MONOFASICA COM LENTE PADRAO ENEL,
34-P,089900601,SOLDA EXOTERMICA (CARTUCHO) 65 GR,
34-P,101100008,CHAVE CANHAO 10MM,
34-P,101100046,CHAVE CANHAO 8MM,
34-P,019900136,"PRENSA CABO 3/4""""""",
34-Q,101400021,MULTIMETRO DIGITAL VICTOR-RUOSHUI 88C,
34-Q,101400024,MULTIMETRO ANALOGICO HM-202A HIKARI COD. 2831925,
34-Q,101400018,MULTIMETRO DIGITAL ET 2082E MINIPA,
34-R,119900288,ARAME 3X26 BWG PARA LACRE,
34-R,019900059,ISOLADOR ROLDANA DE PORCELANA 72X72,
34-R,101500010,MARRETA 2 KG,
34-S,030400041,"BRAQUETE DE ACO GALVANIZADO DE 3/4"""" PARA FIXACAO DE PLACAS""",
34-S,089900065,COLHER DE PEDREIRO,
34-T,080800093,FITA ISOLANTE COMUM PRETA 18X20M,
34-T,080800134,FITA ISOLANTE AZUL 18X20 METROS,
34-T,080800135,FITA ISOLANTE VERMELHA 18X20 METROS,
34-T,110800006,FITA ISOLANTE DE AUTO FUSAO 3M,
34-U,111000237,PANO DE MICROFIBRA,
34-U,119900724,FLANELAS MICROFIBRA PARA LIMPEZA DE LENTES 9 8 X 9 8 CM,
34-U,080800008,ARMACAO COM HASTE,
34-V,089900588,BALDE DE LONA REDONDO P/FERRAMENTAS,
34-V,060300000,ROLO DE ESPUMA 09CM,
34-W,089900314,ROLO DE LA 23CM,
34-W,089900368,ROLO DE LA 9CM,
34-W,089900598,GARFO P/ROLO DE LA  25 CM,
34-X,089900127,TARRACHA  3/4,
34-X,089900609,"TARRACHA  1""""""",
34-X,111000032,ESTOPA PARA LIMPEZA,
34-X,119900328,CAIXA PLASTICA CN 60 PISANI,
34-Y,100500000,PISTOLA DE COLA QUENTE HK100W 11/12MM 100W BIVOLT HIKARI,
34-Y,109900022,"TALHADEIRA 3/4 X 12""""""",
34-Y,089900599,"PINCEL 1/2""""""",
34-Y,089900603,"PINCEL 1.1/2""""""",
34-Z,101500000,MARTELO UNHA 25 MM,
34-Z,101500014,MARRETA 400GR,
34-Z,109900232,CINTA DE AMARRACAO COMPLETA COM CATRACA 3 TON X 9M,
34-Z2,109900041,FORMAO CABO DE MADEIRA,
34-Z2,109900178,PONTEIRA 520MM HEXAGONAL BOSCH PARA MARTELO ROMPEDOR,
34-Z2,109900373,CINTA DE NYLON 3 TONELADAS,
,,,
35-A,SEM ITENS,SEM ITENS,
35-B,101100070,"CHAVE DE FENDA PHILIPS 1/8 X 5""""""",
35-B,101100010,"CHAVE DE FENDA 150-1/4X6""""""",
35-C,069900059,LIXA OURO 3M GRAO 400,
35-C,069900052,LIXA DAGUA 1200,
35-C,069900051,LIXA OURO 3M GRAO 220,
35-D,069900046,LIXA OURO 3M GRAO 080,
35-D,069900045,LIXA OURO 3M GRAO 150,
35-D,069900044,LIXA OURO 3M GRAO 320,
35-F,101900006,LIXA D'GUA 180,
35-F,101900002,LIXA FERRO 100,
35-G,SEM ITENS,SEM ITENS,
35-H,101100002,"CHAVE DE FENDA 150-1/8X6""""""",
35-I,101100083,CHAVE COMBINADA Nº 19,
35-I,100200007,"ALICATE DE BICO MEIA CANA 6""""""",
35-I,100200005,ALICATE DE CORTE TIPO TESOURA P CORTE DE CB ALUM / COBRE,
35-I,100200001,"ALICATE UNIVERSAL 8""""""",
35-J,101100061,CHAVE COMBINADA Nº 10,
35-J,101100062,CHAVE COMBINADA Nº 12,
35-J,101100063,CHAVE COMBINADA Nº 13,
35-J,101100093,CHAVE COMBINADA Nº 14,
35-J,101100186,CHAVE COMBINADA Nº 15,
35-K,101100075,CHAVE DE BOCA Nº 10 / 11,
35-K,101100065,CHAVE DE BOCA 12 E 13,
35-K,101100187,CHAVE DE BOCA 14 E 15,
35-L,101900003,LIXA FERRO 36,
35-L,101900001,LIXA FERRO 80,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
